Timestamp,Side,Price,Quantity,Cash
2014-09-17,None,457.334,0,0
2015-01-14,Buy,178.103,561.473,0
2015-03-03,Sell,281.702,0,0
2015-06-15,Buy,236.823,667.874,0
2015-07-07,Sell,266.207,0,0
2015-08-22,Buy,230.39,771.704,0
2016-05-08,Sell,458.548,0,0
2016-05-28,Buy,530.04,667.616,0
2016-11-06,Sell,711.522,0,0
2016-12-06,Buy,764.224,621.576,0
2018-04-16,Sell,8058.67,0,0
2018-11-12,Buy,6371.27,786.198,0
2018-11-14,Sell,5738.35,0,0
2019-04-29,Buy,5247.35,859.763,0
2019-11-07,Sell,9267.56,0,0
2020-04-15,Buy,6642.11,1199.6,0
2020-06-04,Sell,9800.64,0,0
2020-07-18,Buy,9159.04,1283.64,0
2021-07-13,Sell,32702,0,0
2021-10-17,Buy,61553.6,681.967,0
2022-02-18,Sell,40031,0,0
2023-03-09,Buy,20363,1340.66,0
2023-08-30,Sell,27297.3,0,0
2023-09-27,Buy,26352.7,1388.71,0
2024-08-04,Sell,58117,0,0
2024-11-14,Buy,87250.4,925.01,0
